Tiempo (s),Input (rpm),Setpoint (rpm),Output (PWM)
6.57079553604126,260.0,148.83,271.3
6.617449998855591,260.0,146.22,272.0
6.662578582763672,260.0,146.22,270.28
6.709717512130737,260.0,146.22,271.65
6.758934020996094,260.0,146.22,268.94
6.80743670463562,260.0,144.74,270.62
6.8599467277526855,260.0,144.74,267.9
6.909818887710571,260.0,144.74,269.92
6.965930461883545,260.0,144.74,266.91
7.013586521148682,260.0,143.72,268.92
7.062183618545532,260.0,143.72,267.25
7.1110680103302,260.0,143.72,268.25
7.162539720535278,260.0,143.72,265.92
7.211306810379028,260.0,142.4,267.57
7.25959038734436,260.0,142.4,265.92
7.306605577468872,260.0,142.4,265.9
7.35912561416626,260.0,142.4,265.58
7.416275501251221,260.0,140.82,265.57
7.470937013626099,260.0,140.82,264.59
7.51961088180542,260.0,140.82,263.61
7.56910514831543,260.0,140.82,265.58
7.616322755813599,260.0,139.04,262.96
7.664036512374878,260.0,139.04,263.94
7.71249794960022,260.0,139.04,262.33
7.76226544380188,260.0,139.04,263.62
7.8129801750183105,260.0,139.03,261.04
7.861887693405151,260.0,139.03,262.98
7.911053657531738,260.0,139.03,262.33
7.960578918457031,260.0,139.03,262.31
8.011866807937622,260.0,139.04,261.67
8.061907529830933,260.0,139.04,260.4
8.113186836242676,260.0,139.04,262.64
8.18181037902832,260.0,139.04,260.08
8.2320237159729,260.0,140.31,262.32
8.275291442871094,260.0,140.31,260.42
8.333052635192871,260.0,140.31,261.36
8.375363826751709,260.0,140.31,260.74
8.421216249465942,260.0,139.7,260.72
8.464269638061523,260.0,139.7,262.64
8.508764266967773,260.0,139.7,259.78
8.553911447525024,260.0,139.7,261.36
8.597928047180176,260.0,138.9,260.11
8.641211032867432,260.0,138.9,259.77
8.68495774269104,260.0,138.9,259.78
8.731612205505371,260.0,138.9,259.45
8.775078296661377,260.0,140.18,260.09
8.821656227111816,260.0,140.18,259.14
8.870357751846313,260.0,140.18,260.41
8.91593599319458,260.0,140.18,259.49
8.959935188293457,260.0,140.33,260.08
9.009712219238281,260.0,140.33,259.15
9.05672287940979,260.0,140.33,259.13
9.105677366256714,260.0,140.33,260.09
9.149383068084717,260.0,139.94,257.9
9.192815065383911,260.0,139.94,260.41
9.240909814834595,260.0,139.94,259.15
9.29238772392273,260.0,139.94,259.76
9.336021900177002,260.0,140.21,261.04
9.379142999649048,260.0,140.21,257.9
9.43671202659607,260.0,140.21,260.41
9.489020347595215,260.0,140.21,258.86
9.538991451263428,260.0,141.1,260.08
9.588973999023438,260.0,141.1,260.1
9.655030250549316,260.0,141.1,259.46
9.704018592834473,260.0,141.1,259.78
9.753841161727905,260.0,140.64,258.84
9.80756950378418,260.0,140.64,260.42
9.861050605773926,260.0,140.64,259.15
9.909624814987183,260.0,140.64,260.4
9.957928657531738,260.0,140.15,258.53
10.00814938545227,260.0,140.15,259.46
10.061463594436646,260.0,140.15,260.72
10.10961127281189,260.0,140.15,257.9
10.1573805809021,260.0,142.27,260.11
10.201730251312256,260.0,142.27,260.09
10.248212337493896,260.0,142.27,259.13
10.292012691497803,260.0,142.27,260.72
10.337996482849121,260.0,140.4,260.08
10.385458946228027,260.0,140.4,260.41
10.440472602844238,260.0,140.4,258.84
10.487526178359985,260.0,140.4,259.77
10.539862632751465,260.0,141.03,260.42
10.585265159606934,260.0,141.03,259.46
10.638721227645874,260.0,141.03,259.78
10.690359592437744,260.0,141.03,258.84
10.738617420196533,260.0,141.94,261.04
10.78185486793518,260.0,141.94,258.54
10.82541799545288,260.0,141.94,260.08
10.868443489074707,260.0,141.94,258.83
10.910930633544922,260.0,142.31,260.08
10.954033613204956,260.0,142.31,260.74
10.998496055603027,260.0,142.31,258.51
11.041069984436035,260.0,142.31,261.05
11.084388971328735,260.0,140.7,259.79
11.128242015838623,260.0,140.7,260.4
11.172009468078613,260.0,140.7,260.09
11.217184782028198,260.0,140.7,258.83
11.273750066757202,260.0,142.36,260.73
11.318747282028198,260.0,142.36,258.2
11.365912914276123,260.0,142.36,261.04
11.410863161087036,260.0,142.36,259.46
11.456032514572144,260.0,142.16,260.09
11.501270771026611,260.0,142.16,261.67
11.54507064819336,260.0,142.16,260.08
11.592024087905884,260.0,142.16,260.72
11.638783693313599,260.0,141.2,259.47
11.683632373809814,260.0,141.2,261.06
11.728131294250488,260.0,141.2,260.41
11.777587890625,260.0,141.2,260.72
11.830455541610718,260.0,140.97,261.69
11.87631893157959,260.0,140.97,259.46
11.923426151275635,260.0,140.97,261.05
11.968691110610962,260.0,140.97,257.89
12.012004137039185,260.0,143.28,261.37
12.05749773979187,260.0,143.28,260.41
12.101276636123657,260.0,143.28,260.4
12.152934312820435,260.0,143.28,261.36
12.206926822662354,260.0,140.84,259.77
12.254305362701416,260.0,140.84,262.0
12.309778690338135,260.0,140.84,257.89
12.372408628463745,260.0,140.84,260.41
12.416834831237793,260.0,141.26,260.41
12.460723161697388,260.0,141.26,260.4
12.506268501281738,260.0,141.26,261.36
12.549709796905518,260.0,141.26,259.78
12.590699434280396,260.0,141.7,261.37
12.635289192199707,260.0,141.7,258.83
12.677405595779419,260.0,141.7,261.38
12.724398136138916,260.0,141.7,259.47
12.769969940185547,260.0,142.04,260.4
12.816188335418701,260.0,142.04,262.0
12.861075162887573,260.0,142.04,260.4
12.907007932662964,260.0,142.04,261.69
12.952378273010254,260.0,140.22,259.46
12.998766899108887,260.0,140.22,261.36
13.042572259902954,260.0,140.22,259.47
13.092578887939453,260.0,140.22,261.04
13.147661924362183,260.0,140.27,262.31
13.208035469055176,260.0,140.27,259.46
13.25463318824768,260.0,140.27,261.36
13.2990562915802,260.0,140.27,259.15
13.342926740646362,260.0,141.64,261.37
13.396143436431885,260.0,141.64,260.1
13.449321746826172,260.0,141.64,261.35
13.495293855667114,260.0,141.64,261.36
13.549153327941895,260.0,139.92,259.14
13.59731411933899,260.0,139.92,260.72
13.656123876571655,260.0,139.92,258.52
13.701637983322144,260.0,139.92,260.41
13.748141288757324,260.0,140.34,260.1
13.793870687484741,260.0,140.34,260.08
13.840720891952515,260.0,140.34,261.36
13.887838125228882,260.0,140.34,259.15
13.93569803237915,260.0,141.34,261.36
13.983394622802734,260.0,141.34,259.16
14.031556844711304,260.0,141.34,259.77
14.07783031463623,260.0,141.34,260.41
14.130180597305298,260.0,140.48,259.77
14.184213161468506,260.0,140.48,260.4
14.230978727340698,260.0,140.48,259.46
14.276392459869385,260.0,140.48,260.72
14.321501731872559,260.0,140.07,258.83
14.375716924667358,260.0,140.07,260.4
14.41980767250061,260.0,140.07,260.08
14.464865684509277,260.0,140.07,259.46
14.50792407989502,260.0,140.98,260.4
14.55281376838684,260.0,140.98,257.89
14.598068475723267,260.0,140.98,260.73
14.64125370979309,260.0,140.98,259.47
14.691183090209961,260.0,141.14,259.76
14.733760356903076,260.0,141.14,261.67
14.777744054794312,260.0,141.14,259.14
14.82348895072937,260.0,141.14,260.41
14.866444110870361,260.0,140.46,258.2
14.908950090408325,260.0,140.46,260.73
14.953781604766846,260.0,140.46,259.78
14.998629093170166,260.0,140.46,260.08
15.042582035064697,260.0,140.63,262.0
15.087592601776123,260.0,140.63,258.83
15.14101266860962,260.0,140.63,260.73
15.187263488769531,260.0,140.63,259.48
15.235002040863037,260.0,141.14,260.73
15.280815839767456,260.0,141.14,261.04
15.324963092803955,260.0,141.14,259.77
15.373319149017334,260.0,141.14,261.68
15.42004680633545,260.0,139.33,260.4
15.465805292129517,260.0,139.33,261.69
15.51047158241272,260.0,139.33,259.47
15.554500102996826,260.0,139.33,260.08
15.601285934448242,260.0,140.23,260.41
15.64797306060791,260.0,140.23,259.77
15.693883657455444,260.0,140.23,260.74
15.740125179290771,260.0,140.23,259.46
15.787616729736328,260.0,140.76,261.05
15.833566904067993,260.0,140.76,258.84
15.881069898605347,260.0,140.76,260.08
15.927281141281128,260.0,140.76,259.46
15.974753856658936,260.0,140.94,259.77
16.021016359329224,260.0,140.94,261.05
16.06683325767517,260.0,140.94,259.77
16.12398076057434,260.0,140.94,260.41
16.17343783378601,260.0,140.25,261.05
16.216124296188354,260.0,140.25,260.4
16.26179814338684,260.0,140.25,259.46
16.316684246063232,260.0,140.25,260.08
16.360580921173096,260.0,140.41,260.41
16.4138503074646,260.0,140.41,258.51
16.45468807220459,260.0,140.41,260.1
16.498058795928955,260.0,140.41,259.46
16.558335304260254,260.0,140.95,260.72
16.602625608444214,260.0,140.95,259.78
16.645984411239624,260.0,140.95,260.4
16.691285133361816,260.0,140.95,261.68
16.738200664520264,260.0,139.13,258.2
16.785614252090454,260.0,139.13,261.05
16.830912828445435,260.0,139.13,260.1
16.874540328979492,260.0,139.13,260.4
16.92221212387085,260.0,139.74,262.0
16.966002464294434,260.0,139.74,259.78
17.0117506980896,260.0,139.74,261.36
17.05882740020752,260.0,139.74,258.21
17.106550693511963,260.0,141.58,260.73
17.151901960372925,260.0,141.58,260.41
17.20233941078186,260.0,141.58,259.77
17.255316257476807,260.0,141.58,261.36
17.300783157348633,260.0,139.32,259.78
17.343981981277466,260.0,139.32,260.1
17.390636205673218,260.0,139.32,259.79
17.4341824054718,260.0,139.32,260.41
17.480512857437134,260.0,139.74,259.78
17.526046991348267,260.0,139.74,259.13
17.57505202293396,260.0,139.74,261.05
17.621538639068604,260.0,139.74,259.15
17.669158697128296,260.0,140.75,260.72
17.716315746307373,260.0,140.75,259.16
17.7629234790802,260.0,140.75,259.45
17.810539484024048,260.0,140.75,259.78
17.857245445251465,260.0,140.45,259.15
17.903383493423462,260.0,140.45,260.72
17.948282480239868,260.0,140.45,259.15
17.99376893043518,260.0,140.45,261.05
18.03996229171753,260.0,139.38,260.1
18.087294816970825,260.0,139.38,260.08
18.130913496017456,260.0,139.38,259.78
18.173863410949707,260.0,139.38,258.51
18.22208595275879,260.0,141.32,260.72
18.275551557540894,260.0,139.53,258.2
18.3196702003479,260.0,141.18,261.05
18.361963748931885,260.0,139.53,259.14
18.41262197494507,260.0,139.53,261.37
18.45810055732727,260.0,139.53,258.2
18.505831480026245,260.0,141.18,261.05
18.55232071876526,260.0,141.18,259.78
18.59828782081604,260.0,141.18,260.08
18.65624690055847,260.0,141.18,261.37
18.702099084854126,260.0,138.92,259.78
18.747607231140137,260.0,138.92,261.04
18.79862689971924,260.0,138.92,258.52
18.843695163726807,260.0,138.92,260.73
18.902387857437134,260.0,139.05,261.05
18.953418970108032,260.0,139.05,260.08
18.999128103256226,260.0,139.05,261.36
19.044800996780396,260.0,139.05,259.46
19.090020895004272,260.0,139.96,261.04
19.136653423309326,260.0,139.96,258.2
19.1824312210083,260.0,139.96,260.72
19.22770643234253,260.0,139.96,260.42
19.273722171783447,260.0,139.27,260.71
19.326996326446533,260.0,139.27,262.31
19.377317905426025,260.0,139.27,259.46
19.423617601394653,260.0,139.27,261.36
19.47045087814331,260.0,138.29,258.84
19.51610040664673,260.0,138.29,260.72
19.561821222305298,260.0,138.29,260.72
19.610947847366333,260.0,138.29,259.77
19.67164897918701,260.0,139.29,261.36
19.720608949661255,260.0,139.29,258.83
19.7648766040802,260.0,139.29,260.72
19.81362247467041,260.0,139.29,258.84
19.859832525253296,260.0,140.2,260.4
19.90730619430542,260.0,140.2,260.72
19.951406240463257,260.0,140.2,260.08
19.995490312576294,260.0,140.2,261.04
20.03981852531433,260.0,138.59,259.78
20.08525514602661,260.0,138.59,260.72
20.136844873428345,260.0,138.59,259.78
20.185685873031616,260.0,138.59,260.4
20.23485231399536,260.0,138.83,259.46
20.282745361328125,260.0,138.83,259.46
20.32569718360901,260.0,138.83,260.41
20.371891021728516,260.0,138.83,258.83
20.42400622367859,260.0,140.12,261.36
20.471928596496582,260.0,140.12,259.47
20.515995740890503,260.0,140.12,261.03
20.563523769378662,260.0,140.12,259.78
20.60770583152771,260.0,139.64,260.08
20.657264709472656,260.0,139.64,261.05
20.70875120162964,260.0,139.64,259.46
20.75308918952942,260.0,139.64,261.05
20.798502922058105,260.0,138.57,260.11
20.841947317123413,260.0,138.57,260.4
20.88835120201111,260.0,138.57,259.46
20.933598041534424,260.0,138.57,260.4
20.979346752166748,260.0,138.82,260.74
21.027011156082153,260.0,138.82,258.52
21.073506593704224,260.0,138.82,261.69
21.11919617652893,260.0,138.82,260.1
21.16453766822815,260.0,138.96,261.04
21.208527326583862,260.0,138.96,260.4
21.254518032073975,260.0,138.96,259.78
21.30439019203186,260.0,138.96,260.74
21.35145354270935,260.0,138.36,258.52
21.395580768585205,260.0,138.36,261.36
21.448869943618774,260.0,138.36,259.47
21.50598382949829,260.0,138.36,259.15
21.55212950706482,260.0,139.55,261.67
21.597707986831665,260.0,139.55,259.13
21.643696069717407,260.0,139.55,260.72
21.694996118545532,260.0,139.55,258.52
21.74543857574463,260.0,140.38,261.03
21.790851593017578,260.0,140.38,260.72
21.840470552444458,260.0,140.38,259.77
21.886073112487793,260.0,140.38,261.36
21.940302848815918,260.0,138.3,259.46
21.992201805114746,260.0,138.3,260.72
22.042312383651733,260.0,138.3,259.15
22.093573331832886,260.0,138.3,259.77
22.148478507995605,260.0,139.3,259.78
22.195550680160522,260.0,139.3,260.09
22.251348972320557,260.0,139.3,260.41
22.30944585800171,260.0,139.3,258.83
22.35319757461548,260.0,140.21,261.04
22.403532028198242,260.0,140.21,260.09
22.44827699661255,260.0,140.21,260.72
22.490947484970093,260.0,140.21,260.09
22.54463005065918,260.0,139.45,260.4
22.59877038002014,260.0,139.45,260.41
22.64698076248169,260.0,139.45,259.15
22.69276738166809,260.0,139.45,262.0
22.74472451210022,260.0,137.71,259.46
22.79685401916504,260.0,137.71,260.4
22.84867787361145,260.0,137.71,259.14
22.89663004875183,260.0,137.71,259.45
22.943188905715942,260.0,139.37,260.4
22.991758346557617,260.0,139.37,258.2
23.0388662815094,260.0,139.37,260.74
23.08562421798706,260.0,139.37,260.1
23.133530139923096,260.0,138.96,260.72
23.178959608078003,260.0,138.96,259.78
23.22680139541626,260.0,138.96,259.46
23.27324676513672,260.0,138.96,260.4
23.317803144454956,260.0,138.65,258.2
23.362706184387207,260.0,138.65,260.73
23.40861940383911,260.0,138.65,260.09
23.455899953842163,260.0,138.65,259.77
23.5014967918396,260.0,139.09,261.69
23.551939249038696,260.0,139.09,258.83
23.600040435791016,260.0,139.09,261.04
23.658894777297974,260.0,139.09,259.15
23.71512508392334,260.0,139.72,259.78
23.769901752471924,260.0,139.72,259.78
23.824707508087158,260.0,139.72,259.45
23.880440711975098,260.0,139.72,260.41
23.933002710342407,260.0,138.86,258.53
23.976900100708008,260.0,138.86,260.73
24.02271294593811,260.0,138.86,258.54
24.068073511123657,260.0,138.86,261.04
24.112452030181885,260.0,138.17,259.78
24.167124032974243,260.0,138.17,259.45
24.220454692840576,260.0,138.17,260.09
24.273006439208984,260.0,138.17,258.84
24.320242643356323,260.0,139.81,260.41
24.373717308044434,260.0,139.81,258.85
24.426420211791992,260.0,139.81,260.08
24.47908091545105,260.0,139.81,261.36
24.522275686264038,260.0,137.92,259.14
24.56575632095337,260.0,137.92,260.41
24.60982632637024,260.0,137.92,257.59
24.657593250274658,260.0,137.92,259.77
24.703887939453125,260.0,138.91,259.78
24.7502703666687,260.0,138.91,259.77
24.796058416366577,260.0,138.91,261.05
24.848954677581787,260.0,138.91,258.84
24.90085768699646,260.0,139.82,260.4
24.943624019622803,260.0,139.82,258.54
24.98889422416687,260.0,139.82,259.47
25.042006254196167,260.0,139.82,259.15
25.095739364624023,260.0,139.91,259.13
25.139737844467163,260.0,139.91,261.04
25.18731117248535,260.0,139.91,259.46
25.242345571517944,260.0,139.91,260.41
25.288960218429565,260.0,139.05,259.79
25.334500789642334,260.0,139.05,260.71
25.38050866127014,260.0,139.05,259.78
25.425399780273438,260.0,139.05,259.77
25.471324920654297,260.0,139.49,261.05
25.51718235015869,260.0,139.49,258.83
25.56059217453003,260.0,139.49,260.72
25.60739016532898,260.0,139.49,260.1
25.652942419052124,260.0,139.27,261.04
25.697930574417114,260.0,139.27,261.36
25.74391198158264,260.0,139.27,259.16
25.78981065750122,260.0,139.27,261.37
25.8555645942688,260.0,138.09,258.2
25.918575763702393,260.0,138.09,260.72
25.964820384979248,260.0,138.09,260.72
26.0120792388916,260.0,138.09,260.4
26.06562089920044,260.0,138.53,261.36
26.122556686401367,260.0,138.53,259.78
26.16761875152588,260.0,138.53,261.03
26.21376085281372,260.0,138.53,258.86
26.26079487800598,260.0,139.79,260.08
26.306282997131348,260.0,139.79,260.74
26.35095238685608,260.0,139.79,260.4
26.39583396911621,260.0,139.79,262.0
26.44175386428833,260.0,137.33,259.78
26.4880690574646,260.0,137.33,261.69
26.533955097198486,260.0,137.33,259.17
26.58025360107422,260.0,137.33,260.72
26.626256465911865,260.0,137.84,260.74
26.67352557182312,260.0,137.84,259.13
26.721148014068604,260.0,137.84,260.41
26.769644737243652,260.0,137.84,259.46
26.813844203948975,260.0,138.75,261.04
26.858027935028076,260.0,138.75,259.15
26.90336298942566,260.0,138.75,260.08
26.94844698905945,260.0,138.75,259.49
26.992369174957275,260.0,138.9,259.14
27.03657031059265,260.0,138.9,260.72
27.089789628982544,260.0,138.9,258.52
27.142008304595947,260.0,138.9,261.04
27.19602632522583,260.0,137.66,259.47
27.247248649597168,260.0,137.66,259.78
27.299238443374634,260.0,137.66,259.78
27.342599391937256,260.0,137.66,259.14
27.38862919807434,260.0,139.04,260.74
27.433693647384644,260.0,139.04,258.21
27.478649854660034,260.0,139.04,261.05
27.52271580696106,260.0,139.04,259.78
27.56948947906494,260.0,138.74,259.77
27.629645109176636,260.0,138.74,262.0
27.67349863052368,260.0,138.74,259.14
27.730543851852417,260.0,138.74,261.04
27.785298109054565,260.0,137.68,259.47
27.827625274658203,260.0,137.68,259.77
27.87421417236328,260.0,137.68,259.46
27.92174482345581,260.0,137.68,260.09
27.968616008758545,260.0,138.2,260.41
28.015798091888428,260.0,138.2,259.14
28.06242609024048,260.0,138.2,260.4
28.10785937309265,260.0,138.2,259.15
28.153650283813477,260.0,139.01,260.72
28.19680118560791,260.0,139.01,259.78
28.24045467376709,260.0,139.01,258.82
28.28560972213745,260.0,139.01,261.04
28.326760292053223,260.0,137.59,258.51
28.369893312454224,260.0,137.59,260.41
28.41452431678772,260.0,137.59,259.47
28.459402799606323,260.0,137.59,260.4
28.509324312210083,260.0,137.83,260.4
28.554572582244873,260.0,137.83,259.46
28.60093116760254,260.0,137.83,261.05
28.653206825256348,260.0,137.83,257.89
28.70134449005127,260.0,139.96,259.77
28.74704074859619,260.0,139.96,260.4
28.79315757751465,260.0,139.96,259.46
28.838757514953613,260.0,139.96,261.36
28.883577585220337,260.0,137.51,258.84
28.9285888671875,260.0,137.51,261.06
28.974668264389038,260.0,137.51,259.16
29.02364754676819,260.0,137.51,259.77
29.07070279121399,260.0,138.51,259.46
29.11639642715454,260.0,138.51,259.77
29.161004066467285,260.0,138.51,260.09
29.208191394805908,260.0,138.51,259.14
29.25581645965576,260.0,139.14,262.0
29.301562786102295,260.0,139.14,259.78
29.347702026367188,260.0,139.14,261.04
29.393988132476807,260.0,139.14,259.46
29.43957257270813,260.0,139.14,260.08
29.48604130744934,260.0,139.14,260.72
29.531938552856445,260.0,139.14,259.14
29.58423376083374,260.0,139.14,261.06
29.637460947036743,260.0,137.87,259.79
29.681588411331177,260.0,137.87,261.03
29.737830877304077,260.0,137.87,260.08
29.799038410186768,260.0,137.87,260.08
29.850048065185547,260.0,138.41,260.72
29.894147634506226,260.0,138.41,258.52
29.944793939590454,260.0,138.41,260.1
29.996524572372437,260.0,138.41,259.78
30.042623043060303,260.0,138.65,260.72
30.08928656578064,260.0,138.65,260.09
30.143032550811768,260.0,138.65,259.46
30.194574117660522,260.0,138.65,260.74
30.240723609924316,260.0,137.86,258.52
30.290822505950928,260.0,137.86,261.37
30.338128089904785,260.0,137.86,259.15
30.387914657592773,260.0,137.86,259.45
30.44317889213562,260.0,138.78,261.67
30.48846697807312,260.0,138.78,258.51
30.531019687652588,260.0,138.78,260.41
30.574479579925537,260.0,138.78,258.83
30.619600296020508,260.0,139.51,260.09
30.664388179779053,260.0,139.51,260.1
30.711044311523438,260.0,139.51,259.77
30.75574016571045,260.0,139.51,262.0
30.8038227558136,260.0,137.04,258.83
30.84808349609375,260.0,137.04,261.36
30.89371109008789,260.0,137.04,259.15
30.938655138015747,260.0,137.04,260.11
30.985097885131836,260.0,138.1,260.41
31.03040313720703,260.0,138.1,260.08
31.07612681388855,260.0,138.1,260.42
31.12230658531189,260.0,138.1,259.46
31.167590379714966,260.0,138.65,261.67
31.2128324508667,260.0,138.65,259.47
31.25777244567871,260.0,138.65,260.09
31.306029319763184,260.0,138.65,260.72
31.356724739074707,260.0,137.69,260.08
31.403838396072388,260.0,137.69,260.72
31.44869089126587,260.0,137.69,258.83
31.49216055870056,260.0,137.69,261.05
31.53857398033142,260.0,137.16,259.78
31.585688829421997,260.0,137.16,260.08
31.63071060180664,260.0,137.16,258.53
31.677038431167603,260.0,137.16,259.45
31.723541021347046,260.0,138.26,260.09
31.76915454864502,260.0,138.26,258.51
31.816120147705078,260.0,138.26,260.42
31.862703561782837,260.0,138.26,259.46
31.913140058517456,260.0,138.43,260.72
31.97201895713806,260.0,138.43,262.02
32.01633358001709,260.0,138.43,259.46
32.05892086029053,260.0,138.43,260.73
32.10456657409668,260.0,137.46,258.52
32.14888143539429,260.0,137.46,260.41
32.192651987075806,260.0,137.46,260.11
32.23754167556763,260.0,137.46,259.14
32.2836697101593,260.0,138.65,260.72
32.325594663619995,260.0,138.65,259.46
32.372021436691284,260.0,138.65,261.05
32.41507172584534,260.0,138.65,259.15
32.46589159965515,260.0,138.92,260.72
32.518346071243286,260.0,138.92,260.09
32.57009553909302,260.0,138.92,258.82
32.621230125427246,260.0,138.92,261.04
32.66701102256775,260.0,137.49,259.78
32.71032667160034,260.0,137.49,260.1
32.75600624084473,260.0,137.49,259.15
32.80587673187256,260.0,137.49,260.72
32.85005283355713,260.0,137.45,259.78
32.90814971923828,260.0,137.45,259.77
32.96519422531128,260.0,137.45,260.72
33.013365268707275,260.0,137.45,258.84
33.06135153770447,260.0,138.91,260.73
33.11258888244629,260.0,138.91,258.83
33.15904092788696,260.0,138.91,260.09
33.20620131492615,260.0,138.91,261.05
33.25251770019531,260.0,137.29,259.45
33.299482107162476,260.0,137.29,261.04
33.345582485198975,260.0,137.29,258.2
33.39094567298889,260.0,137.29,259.77
33.43625593185425,260.0,138.11,260.1
33.48173689842224,260.0,138.11,260.08
33.52496290206909,260.0,138.11,261.69
33.56987714767456,290.0,138.11,258.83
33.61672067642212,290.0,165.97,262.32
33.66203165054321,290.0,165.97,261.37
33.70930242538452,290.0,165.97,263.28
33.7561399936676,290.0,165.97,264.28
33.80290126800537,290.0,171.02,264.91
33.84842538833618,290.0,171.02,266.91
33.894349813461304,290.0,171.02,267.56
33.93940329551697,290.0,171.02,267.572
33.98546028137207,290.0,204.43,287.71
