20.008514881134,150,249.2
20.0410933494568,150,248.04
20.0733315944672,150,246.89
20.1062033176422,150,248.61
20.1380286216736,150,249.77
20.1703996658325,150,246.89
20.2030854225159,150,249.18
20.2358069419861,150,249.48
20.2680292129517,150,246.61
20.3011903762817,150,249.47
20.3326404094696,150,248.91
20.3648636341095,150,247.19
20.3977422714233,150,247.74
20.4309072494507,150,248.9
20.4626924991608,150,247.48
20.4946029186249,150,248.04
20.5264370441437,150,249.2
20.5585157871246,150,247.75
20.5907554626465,150,248.32
20.6234850883484,150,249.48
20.6566252708435,150,248.33
20.6910469532013,150,248.04
20.7248411178589,150,249.48
20.7583296298981,150,248.61
20.7913901805878,150,248.61
20.8244876861572,150,249.48
20.8573937416077,150,248.32
20.8906066417694,150,248.03
20.92387342453,150,249.78
20.9561340808868,150,247.46
20.9894399642944,150,248.03
21.0217957496643,150,249.19
21.0556488037109,150,250.07
21.0899212360382,150,248.04
21.1233646869659,150,249.19
21.1566324234009,150,250.07
21.1908521652222,150,246.89
21.2239277362823,150,249.19
21.2562167644501,150,250.35
21.2896792888641,150,247.46
21.3232424259186,150,249.18
21.3566043376923,150,249.19
21.3905289173126,150,247.47
21.4252243041992,150,249.19
21.4575772285461,150,249.48
21.4900789260864,150,247.75
21.5234670639038,150,248.6
21.5568814277649,150,249.77
21.5904085636139,150,248.34
21.6234934329987,150,248.6
21.6569876670837,150,249.77
21.690657377243,150,248.63
21.7238674163818,150,248.03
21.7563564777374,150,250.35
21.7897655963898,150,248.34
21.8233325481415,150,248.03
21.855122089386,150,249.77
21.8878839015961,150,249.48
21.9194445610046,150,247.46
21.9516248703003,150,249.47
21.9860610961914,150,248.62
22.0199162960052,150,247.75
22.0537068843842,150,249.48
22.0858955383301,150,248.33
22.1181426048279,150,247.74
22.1508355140686,150,248.91
22.1824176311493,120,246.32
22.2143273353577,120,243.24
22.2460854053497,120,244.91
22.2770290374756,120,242.69
22.3097212314606,120,240.52
22.3429164886475,120,239.96
22.3748757839203,120,240.23
22.4071679115295,120,239.46
22.4407703876495,120,236.26
22.4742012023926,120,233.68
22.5079321861267,120,233.17
22.5430579185486,120,232.91
22.5765950679779,120,233.43
22.6084842681885,120,232.92
22.6400971412659,120,232.42
22.6724352836609,120,231.91
22.7051868438721,120,231.4
22.7382552623749,120,230.91
22.7712280750275,120,231.67
22.8049056529999,120,230.91
22.8372888565063,120,229.19
22.869784116745,120,228.45
22.902095079422,120,230.16
22.9351778030396,120,229.43
22.9691076278687,120,229.43
23.0019834041595,120,229.42
23.0350205898285,120,228.22
23.0673260688782,120,227.48
23.1002631187439,120,227.48
23.1320316791534,120,228.2
23.165584564209,120,228.44
23.1980414390564,120,227.47
23.2306561470032,120,228.7
